review_id,user_id,business_id,stars_x,useful,funny,cool,text,date,name,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,attributes,categories,hours,label,pre_process
VzWwRe0Df_2j8pxYL3lo1Q,W1b5tQZzFN5KinOwypQDig,SZU9c8V2GuREDN5KgyHFJw,4,0,0,0,"Had the rock crab, oysters, and sea urchin. Every dish tasted like heaven. The beer was ice cold and the staff was so nice. Our pup joined us sitting outside and enjoyed a smidge of crab for herself. I love this place",2017-09-09 06:07:40,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,34.4087147,-119.6850187,4.0,2404,1,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'Music': ""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}"", 'CoatCheck': 'False', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'BusinessAcceptsBitcoin': 'False'}","Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,rock crab oyster sea urchin every dish tasted like heaven beer ice cold staff nice pup joined u sitting outside enjoyed smidge crab love place
QCX0ixmd1Fw_EcLdWsoRZQ,T6TjDj9BQuS46xDB8eeHFQ,CgjtA5DXxQBqWSvcC8zl6Q,4,0,0,0,"Great location and friendly staff. Seriously this place is right around the corner from the beach and main pier. But it's also right around the corner from The Original Sambos!!!! Yeah I ate there too.

Room is nice. We had 2 queens' for just over 100 dollars. Can't beat that in this town. In room fridge. Nice bathroom. 

The only downside for our room was that the patio furniture was covered in bird dookie, the view was of the hotel next door and being that the room was next to the cleaning/supply room everynight at around 10 PM some water running noise that was very loud permeated our room and the source appeared to be the cleaning/supply room next door. It wasn't such a big bother but it was noticeable.

The front desk staff are really knowledgeable and friendly.",2011-05-30 08:25:42,Castillo Inn at the Beach,22 Castillo St,Santa Barbara,CA,93101,34.4088277,-119.6946257,4.5,233,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1,great location friendly staff seriously place right around corner beach main pier also right around corner original sambos yeah ate room nice queen dollar beat town room fridge nice bathroom downside room patio furniture covered bird dookie view hotel next door room next cleaningsupply room everynight around pm water running noise loud permeated room source appeared cleaningsupply room next door big bother noticeable front desk staff really knowledgeable friendly
Wi8aXdId0RyL4osa3JOn5Q,EpLUXTZ3EaT-VbZYQW6PLQ,2nk4hq2oRfym8ROQ5iS47g,5,0,0,0,"Always a good place for ""date night"" for my husband and myself.  Great bartenders, staff, and musicians.  The crowd is always fun and all ages!!",2018-06-21 23:20:07,The Red Piano,519 State St,Santa Barbara,CA,93101,34.4171693764,-119.6963053278,4.5,229,1,"{'GoodForDancing': 'True', 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""u'casual'"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'CoatCheck': 'True', 'Smoking': ""u'no'"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'NoiseLevel': ""u'loud'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'Corkage': 'True', 'AgesAllowed': ""u'21plus'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Event Planning & Services, Nightlife, Bars, Music Venues, Musicians, Piano Bars, Lounges, Arts & Entertainment, Dance Clubs, Cocktail Bars","{'Monday': '19:0-2:0', 'Tuesday': '12:0-2:0', 'Wednesday': '12:0-2:0', 'Thursday': '19:0-2:0', 'Friday': '12:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-2:0'}",1,always good place date night husband great bartender staff musician crowd always fun age
GKfDj3qOLufkIj4mepqdsg,ZPEzkwpwiFvvFXSp8ImH_A,rIEbhLBfS5KQGKbQ6wxd2w,5,0,1,0,Hannah is wonderful! I have come to her several times for waxing and tinting.  She always remember me and we have great conversations while she works her magic! I highly recommend her.,2016-01-31 00:24:51,Benefit Cosmetics Boutique & BrowBar,925 State St,Santa Barbara,CA,93101,34.4210069,-119.7015452,4.0,62,0,"{'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Cosmetics & Beauty Supply, Hair Removal, Eyebrow Services, Shopping, Tanning, Makeup Artists, Waxing, Beauty & Spas, Eyelash Service","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-18:0'}",1,hannah wonderful come several time waxing tinting always remember great conversation work magic highly recommend
4fEX0iyRQYRlzWQgzP1Adg,EgZV4qBLISVDWFtvMcELsA,gebiRewfieSdtt17PTW6Zg,5,0,0,1,"Always enjoyable to sit at the Teppan for dinner. Good steaks and salmon is excellent.  Not the greatest sushi, but we come for the chef's performance at the grill.",2015-09-26 02:41:19,Hibachi Steak House & Sushi Bar,502 State St,Santa Barbara,CA,93101,34.4169836,-119.6955563,3.5,488,1,"{'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}""}","Steakhouses, Sushi Bars, Restaurants, Japanese",{'Monday': '0:0-0:0'},1,always enjoyable sit teppan dinner good steak salmon excellent greatest sushi come chef performance grill
dR-V0xtwPMP6ggbhjuxHKQ,Cbyn8gmXb38onqw1RzHZDQ,SZU9c8V2GuREDN5KgyHFJw,4,1,0,0,"Delicious food! Cold beer! Great staff!
My only complaint was having to wait like 2 hours :(

Wish they could expand their seating area.

If next time the wait isn't so bad, I'll def. give 5 stars.",2013-06-01 00:39:24,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,34.4087147,-119.6850187,4.0,2404,1,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'Music': ""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}"", 'CoatCheck': 'False', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'BusinessAcceptsBitcoin': 'False'}","Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,delicious food cold beer great staff complaint wait like hour wish could expand seating area next time wait bad def give star
aMKzoHXeTJQpl6LU6ZZy2A,SLLsptPXZ5rTxL4B5weAUw,XwnkfMUiyH-OsJXbmbOK5g,5,0,0,0,"This place is great! They are incredibly attuned and adaptive to my dietary restrictions, their service is great, and it's in an awesome location!",2016-09-07 18:42:49,Sushi Tyme,819 State St,Santa Barbara,CA,93101,34.4197266057,-119.7002778024,3.5,155,1,"{'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'Caters': 'False'}","Restaurants, Asian Fusion, Seafood, Sushi Bars, Japanese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,place great incredibly attuned adaptive dietary restriction service great awesome location
ep8-jcF5z8jkoK4n6swoFg,aTKPDXWXSCnJOpIm8Ge-kQ,2nk4hq2oRfym8ROQ5iS47g,5,0,0,0,"This is such a great spot in the heart of Santa Barbara. The majority of the time, the pianist has the crowd singing along. Just depends on the crowd and choice of music. The bar gets really crowded considering it's large span. The back of the facility is always empty of you choose to step back away from the crowd. Our go to place in Santa Barbara every time we visit.",2018-05-22 14:51:18,The Red Piano,519 State St,Santa Barbara,CA,93101,34.4171693764,-119.6963053278,4.5,229,1,"{'GoodForDancing': 'True', 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'True', 'OutdoorSeating': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""u'casual'"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'CoatCheck': 'True', 'Smoking': ""u'no'"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'NoiseLevel': ""u'loud'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'DogsAllowed': 'False', 'WiFi': ""u'free'"", 'Corkage': 'True', 'AgesAllowed': ""u'21plus'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Event Planning & Services, Nightlife, Bars, Music Venues, Musicians, Piano Bars, Lounges, Arts & Entertainment, Dance Clubs, Cocktail Bars","{'Monday': '19:0-2:0', 'Tuesday': '12:0-2:0', 'Wednesday': '12:0-2:0', 'Thursday': '19:0-2:0', 'Friday': '12:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-2:0'}",1,great spot heart santa barbara majority time pianist crowd singing along depends crowd choice music bar get really crowded considering large span back facility always empty choose step back away crowd go place santa barbara every time visit
GYDJRCsIik8br3Td_VqzWw,S2ZrGm1hzk09PaCJvrbYzg,syuKX2pH3JJhOOppzNI6SA,5,1,0,0,"OMG..!!! This restaurant is amazing! I was blown away by the experience! Everything I ordered was so authentic, sooo good. The service was really good too. 
This was the place makes me wanna move to Santa Barbara.",2018-06-28 01:51:58,Yoichi's,230 E Victoria St,Santa Barbara,CA,93101,34.4271662,-119.7024792,4.5,184,1,"{'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'RestaurantsAttire': ""u'casual'"", 'WheelchairAccessible': 'True', 'BikeParking': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'GoodForDancing': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '4', 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsDelivery': 'None'}","Restaurants, Nightlife, Japanese, Bars","{'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",1,omg restaurant amazing blown away experience everything ordered authentic sooo good service really good place make wan na move santa barbara
9nHG20VMAMlnCvBwZFSs8A,ezfjpyJ_XQO7aJp49T0aGg,34Eqv8jXgxg_EEwcsNgeeg,5,1,1,1,Our first stop in Santa Barbara and I'm so glad we chose this spot for lunch. Delicious and filling! Definitely substitute the local granola for the granola the bowls come with,2015-05-28 20:01:03,Backyard Bowls,331 Motor Way,Santa Barbara,CA,93101,34.4151137,-119.6944966,4.0,659,1,"{'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'Caters': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'False', 'RestaurantsDelivery': 'None', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}""}","Health Markets, Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Juice Bars & Smoothies, Breakfast & Brunch, Food, American (New), Specialty Food","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",1,first stop santa barbara glad chose spot lunch delicious filling definitely substitute local granola granola bowl come
juItpYLdT4WPG7A2mZlW0g,Rl6Ll113bqmduZcWzEoneg,h1Um2n9bY99VvV_866r3kA,5,3,0,1,Christina is my one and only stylist here. She really listens to what you want done to your hair and takes the time to do all the detail work before sending you home. She also does complimentary bang trims which is a great way to keep them looking fresh in between full cuts.,2007-07-03 00:48:05,Salon Bamboo,231 W Montecito St,Santa Barbara,CA,93101,34.411813,-119.695919,4.0,11,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False'}","Cosmetics & Beauty Supply, Beauty & Spas, Hair Salons, Hair Extensions, Shopping","{'Tuesday': '10:0-18:30', 'Wednesday': '10:0-18:30', 'Thursday': '10:0-18:30', 'Friday': '10:0-18:30', 'Saturday': '10:0-15:0'}",1,christina one stylist really listens want done hair take time detail work sending home also complimentary bang trim great way keep looking fresh full cut
565-2trx0pUiOjCNQqpnLw,lLi9S_R99sfrLNy2H7idBg,SZU9c8V2GuREDN5KgyHFJw,4,0,0,0,"Sooooo good! Pure awesomeness! 

I loved this place.  It was uber packed, and we opted to order our meal to go and avoid the line for the sit down.  Even then, we were lucky enough to miss the rush! Whew. 

The cashier was great and gave us a few recommendations and in the end we went for the 2 rock crabs, a cup of clam chowder, onion rings, and steamed clams.  

Yeah...we had enough food to feed 4 people.  The crabs were cooked fresh to order and they were such a treat.  Everything was super fresh and every bite was like a bit of the ocean.  The steamed clams were amazing! White wine and garlic...so down!  Can't go wrong...ever. 

Only dish we didn't like? The clam chowder. Not a huge fan of SB clam chowder (don't judge me).  It was just too thick...and just kinda rich.  Lacked the brininess that you typically equate with clam chowder.  

Either way, the next time I'm in SB--I will most definitely make a point of stopping by again.",2013-11-20 02:40:33,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,34.4087147,-119.6850187,4.0,2404,1,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'Music': ""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}"", 'CoatCheck': 'False', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'BusinessAcceptsBitcoin': 'False'}","Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,sooooo good pure awesomeness loved place uber packed opted order meal go avoid line sit even lucky enough miss rush whew cashier great gave u recommendation end went rock crab cup clam chowder onion ring steamed clam yeah enough food feed people crab cooked fresh order treat everything super fresh every bite like bit ocean steamed clam amazing white wine garlic go wrong ever dish like clam chowder huge fan sb clam chowder judge thick kinda rich lacked brininess typically equate clam chowder either way next time sb definitely make point stopping
1WonCkik0M5trpcSI3SaUQ,q2JjoDtCADlvWIMzJHv5uQ,gebiRewfieSdtt17PTW6Zg,5,0,0,0,"Affordable sushi with amazing taste! If your in the Santa Barbara downtown area, this is the perfect place to stop in with an excellent sushi bar menu offering.",2017-05-29 01:49:54,Hibachi Steak House & Sushi Bar,502 State St,Santa Barbara,CA,93101,34.4169836,-119.6955563,3.5,488,1,"{'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}""}","Steakhouses, Sushi Bars, Restaurants, Japanese",{'Monday': '0:0-0:0'},1,affordable sushi amazing taste santa barbara downtown area perfect place stop excellent sushi bar menu offering
Lq8jmUaNLP8O7D4QGD0vrw,nVcjYoVfLRQZmFc2C6C-AQ,CR-vaZAG9xtZ6cYKS5ZvzA,5,0,0,0,"I have been with Mailbox Express II since 2001. In that time, I have lived in SB, Carp, Goleta, and Lompoc. In between my time home in SB County I have lived in SW Asia, C Asia, Europe, LA, NorCal, OR, WA, and now SE Asia. Mike Pico has been extremely helpful and has gone out of his way to forward my mail in multiple forms. He also has been able to complete very detailed package handling as an in between to and from my locations both overseas and domestic. My service received as a customer of Mailbox Express II over the last 16 years has been exceptional. There have been many occasions that Mike Pico's expertise, knowledge and willingness to go the extra step has been the difference between my having been successful and not. I consider myself lucky to have found Mailbox Express II. If there is one thing that I have come to value during my nomadic lifestyle it is the value of having a highly dependable fixed base location to send and receive all my critical correspondences and high-value packages through. I know I will continue to move to and from the U.S. in the future, and I also know I will always keep my box at Mailbox Express II.",2017-01-02 18:36:31,Mail Box Express II,133 E De La Guerra St,Santa Barbara,CA,93101,34.4218669,-119.6975267,5.0,12,1,{'BusinessAcceptsCreditCards': 'True'},"Notaries, Shipping Centers, Mailbox Centers, Local Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-12:0'}",1,mailbox express ii since time lived sb carp goleta lompoc time home sb county lived sw asia c asia europe la norcal wa se asia mike pico extremely helpful gone way forward mail multiple form also able complete detailed package handling location overseas domestic service received customer mailbox express ii last year exceptional many occasion mike pico expertise knowledge willingness go extra step difference successful consider lucky found mailbox express ii one thing come value nomadic lifestyle value highly dependable fixed base location send receive critical correspondence highvalue package know continue move u future also know always keep box mailbox express ii
