business_id,name,address,city,state,postal_code,review_count
SeDZ_PxkFPKi0ICfQZLGmA,Quick Computer Services,41 E Fairview Ave,Meridian,ID,83642,11
lwBhzIo6rrOzP_p75bA3Hw,Furniture 4 Less,14664 134 Avenue,Edmonton,AB,T5L 4T4,6
H_oc8E8EDKYaBM21pPHkyQ,Me & You Salon,3418 Handy Rd,Tampa,FL,33618,10
6wO7ID8e5nY6lyaUAwSDng,LeMieux Galleries,332 Julia St,New Orleans,LA,70130,8
W-gap4C7bKfV6OE94an3qw,Epic Shine Car Wash,2836 E State St,Eagle,ID,83616,18
6-rb6dbyGqZ-NrZdO6jAqg,Claremont Apartments,494 Wharton Blvd E,Exton,PA,19341,5
nsZWUReksxZjtXfnpCqtNg,Jene's Tropicals,6831 Central Ave,St Petersburg,FL,33710,38
drHADXmuEUHWCGQg2qmBQg,US Post Office,"1221 State St, Ste 12",Santa Barbara,CA,93101,6
qd-K8ZNpgyNTlYWBgXm2uA,Hair Cuttery,"330 W Oregon Ave, Space 35",Philadelphia,PA,19148,34
7hsCR9k_GND2QoQyVkITBg,Pho Voorhees,910 Haddonfield Berlin Rd,Voorhees,NJ,08043,132
TFOD06k2clj66ptBt0_fSw,The Skinbar,"7110 Town Center Way, Ste 5",Brentwood,TN,37027,9
HhiwNJE0RYS83wUdUavUew,Diamond Street Recycling,5800 W Diamond St,Boise,ID,83705,8
vcAHsailT7pS8Macwgvasg,Old Made Good,3701B Gallatin Pike,Nashville,TN,37216,68
qifMeZB6toi5B-jxKYuwlQ,Vtina Beauty,"4908 Thoroughbred Ln, Ste B",Brentwood,TN,37027,8
f-WhNOSwN1aB4nRFekf01g,Smoothie King,1501 Dave Dixon Drive Space 101-102,New Orleans,LA,70113,50
Y4CxIBlolcO_y53osRj7KQ,Petals And Paints,1330 Kings Hwy,Swedesboro,NJ,08085,6
lY2Fwqrf4ug2-Kjvw8ES6w,Shore Bliss Yoga,"118 Flamingo Dr, Ste C",Apollo Beach,FL,33572,7
OSkLTJeSDAqdcfPGLPj81A,Chopstick House,"3538 Murfreesboro Pike, Ste 307",Antioch,TN,37013,78
wMC2ZMGOgzTdiQGtupuduQ,Fitness club of Levittown,"8919 New Falls Rd, Ste 12",Levittown,PA,19054,8
x0cURtj_r_ysb1zk5-jhDw,Pence Family Dentistry,9744 Lantern Rd,Fishers,IN,46037,12
GWzobaGo14nR_wG2aR57bg,Bliss Nail,5347 B Limestone Rd,Wilmington,DE,19808,15
bMVgakLiCEA6LWRUEoB3wQ,Express Smog Check,1901 Silverada Blvd,Reno,NV,89512,37
fYRKwhn8STy8MvUkvD2cAA,Philadelpia Mailroom,8001 Castor Ave,Philadelphia,PA,19152,23
WlsLzk-IIwcotjrh4fDo5w,Dunkin',8650 49th St N,Pinellas Park,FL,33782,13
YyGXOcGysBOzRPHXmr1ieA,Pets Unlimited,1888 Drew St,Clearwater,FL,33765,11
wA7v8fiuWZ4qOW12HAVcGg,Grand China,6168 Gunn Hwy,Tampa,FL,33625,19
QMeDIEI1uCN4CWzWwzAnGw,Dunkin',201 Marleton Pike E,Cherry Hill,NJ,08034,6
uWc9h19N2G8cR7Vo5blL8Q,Waffle House,1380 W Grant Rd,Tucson,AZ,85745,94
uKdQFH6QFdnifbF6F9DUgQ,Golden China Chinese Restaurant,263 E County Line Rd,Warminster,PA,18974,30
bUnqKEP7h48ePxHMXV0fNw,Bridesburg Pizza,4776 Richmond St,Philadelphia,PA,19137,18
GphUtL7kAHxd1CXxntt-Jw,Starbucks,282 Dunns Mill Rd,Bordentown,NJ,08505,43
7BYO5bl1C4EoRrMlyAlqgg,BBQ Chicken,7034 Terminal Square,Upper Darby,PA,19082,96
etzkwuhZGHUXJhdPC_y4pA,Pure Design,500 S 22nd St,Philadelphia,PA,19146,75
Wevc9nYNqKOTTq_NzQQmwg,"Michael J Helms, DPM","9240 N Meridian St, Ste 260, Indy Podiatry",Indianapolis,IN,46260,6
JbS_D8lxOm4UWa-yC4z5NA,Red Sombrero - Kennett Square,879 E Baltimore Pike,Kennett Square,PA,19348,78
Y1ZdPCfQ4ndVAmj9lx6I7w,China Olive Super Buffet,"1350 W Irvington Rd, Ste 100",Tucson,AZ,85746,38
5RgXFPvEqxVPCFxYHfsQsw,Back Alley Barbeque,2591 Haddonfield Rd,Pennsauken,NJ,08110,38
i_Cf7_P_VnPubHkWshL4KA,Insulate SB,"130 N Calle Cesar Chavez, Ste 40",Santa Barbara,CA,93103,6
AeuQjaHs3SLtYCo2ok8jVg,Crust N' Fire,12109 Town Center Blvd,Voorhees Township,NJ,08043,57
PpZqlVUAP2i8_hNfpQyKhg,Buckingham Pizza,4950 Rte 202,Buckingham,PA,18912,55
dhIyv1RgNYaNsn9Q7LkxhA,Mimi's Ice Cream & Coffee Shoppe,2400 Music Valley Dr,Nashville,TN,37214,58
LBpRf0L5rnxObqITxHoO9w,Extra Space Storage,339 N White Horse Pike,Lawnside,NJ,08045,6
5tzM0IbOasq2x2jeyGe5rg,CRBR Property Damage Services - Reno,"4750 Longley Ln, Ste 109",Reno,NV,89502,7
Kv06zek0lY1f3SK7v1yteA,ETA Worldwide Transportation Services,37 Clementon Rd,Berlin,NJ,08009,6
EksmIBkeeLCemEmtmGW-3A,Sparkle Cleaners - La Canada,11165 N La Canada Dr,Tucson,AZ,85737,10
ctax8shu5cROWBAZ1vmk5w,NTB - National Tire & Battery,7300 Washington Ave,New Orleans,LA,70125,61
M27rUS5CRAmKcWZC6AMWDA,Dragonfly Fitness & Training,5101 Hampton Ave,Saint Louis,MO,63109,32
YWXuoiduyZywa3tzrbZRYw,Classic Frame & Mat,838 Lafayette St,Gretna,LA,70053,7
3cBOhfJhM-8DYWBGlxtOEQ,Unbeweavable Beauty Supply,"2900 Clear Acre Ln, Ste Q, M",Reno,NV,89512,14
fb0BA1v5LiRvNoVOTMjUYQ,The Barber House,"881 Bustleton Pike, Ste B",Richboro,PA,18954,9
xd0dlJWCGg7A-FCneqWj4g,Instrumental Music Center,7063 E Speedway Blvd,Tucson,AZ,85710,18
tDZbh9a6gGcHEBpIrSkfmw,Strikeout Wingz,2521 Nolensville Pike,Nashville,TN,37211,61
BPc6JwDXQGnX_TwXeUO4Tg,Fitness 360 - Clearwater,1580 N Mcmullen Booth Rd,Clearwater,FL,33759,30
Gw7UW0E2BguzL9suQnwDeg,SPOT Gourmet Burgers,2821 W Girard Ave,Philadelphia,PA,19130,282
6ujtrcWGNJ19Hzx3q8mrcg,Imperial Electric Service Of Pinellas,1411 South Hercules Ave,Clearwater,FL,33764,8
w9MojhsClMHHKK5pa8gcBw,Pita's Republic,210 E Madison St,Tampa,FL,33602,21
ivRROeEdcTpH6U424-Pjew,Beach Jet Ski Rentals ,"25 Causeway Blvd Slip 21, Slip 22",Clearwater Beach,FL,33767,38
SFeFOaqo7d0DvNmMXzY0XQ,Papa Murphy's,8113 Moores Ln,Brentwood,TN,37027,15
RdwDvJQBFZIoLexSu--OHw,Jet's Pizza,8082 Hwy 100,Nashville,TN,37221,40
gZqFuqTjtN4Bfh-_fO315w,Tandoor & Tikka,805 W 10th St,Indianapolis,IN,46202,157
fXVKXTu4I6_QbzT4N98_HA,Family Dermatology Specialists,"3421 N Causeway Blvd, Ste 202",Metairie,LA,70002,25
Ru4Xl9OsECx7ta4uWjXM3g,Gel Nails & Spa,3908 Veterans Memorial Blvd,Metairie,LA,70002,33
Wk21f0DAM7uj3DaJ_rMI-Q,Brunchies - Lutz,24400 State Rd 54,Lutz,FL,33559,272
44pQjQRUPU_Yad38OMEUVw,The Preserve at Mobbly Bay,8210 Solano Bay Lp,Tampa,FL,33635,12
8UtpoTzdSQPwvISpFF7WGA,Old Pueblo Locksmith,,Tucson,AZ,85701,24
laElNpr0C23diPSsx12Nvg,Bobalouie's Grille & Sports Garden,"1913 E Bearss Ave, Ste 200",Tampa,FL,33613,27
hpoP7oodMrrlO8ypcKqcFA,Egret's Landing Apartments,1500 Seagull Dr,Palm Harbor,FL,34685,13
fMazAEKLMRu1n5V37Bt6Eg,It Can Fit Movers,,Philadelphia,PA,19019,25
pGJQIwMBTIfYmJ-kD0SXXg,Bianca Amor's Liquidation Supercentre,11150 163rd Street,Edmonton,AB,T5M 1V6,12
4XLfecBXJ9itm4MMStGfWg,The Shop At The CAC,"900 Camp St, Fl 3",New Orleans,LA,70130,12
iUoKqIguaaKsfbxwvJi0Zw,Godshall's Auto Service,225 S Main St,Hatfield,PA,19440,13
cBKnslx4cF0tiSrhjHWrdA,Blues On Whyte,10329 82 Avenue NW,Edmonton,AB,T6E 1Z9,27
5SvQsKfBHhZfcvoAn4km6w,Chicken Scratch,5308 N Keystone Ave,Indianapolis,IN,46220,31
ohQQaiHge3vZWO_l5OlEnw,Nicole Miller Manayunk,4249 Main St,Philadelphia,PA,19127,10
IoBETK0vHznKX008QYQ07g,vybe urgent care,1217 South Broad St,Philadelphia,PA,19147,33
9WYbvHY-IkZQqhYN_5zMaA,Adventure Outfitters,4316 S Manhattan Ave,Tampa,FL,33611,6
cXsrd3SqPh778u2yaiAslA,Bono's Pizzeria,4500 Hampton Ave,Saint Louis,MO,63109,152
Pw6fbFqzYt3DfQardKyCBw,Bubble T,10015 109 Avenue,Edmonton,AB,T6A 1S6,13
x4jqqs-Hr7YXYJEqXVTR8w,Pittsgrove Deli & Grocery,1031 Centerton Rd,Pittsgrove Township,NJ,08318,5
g-UYlWJj42SBzUfNwYl_Bw,Burger King,1071 Route 73,Pennsauken,NJ,08110,7
Zd1DnveV89CRzJFY3k3bWA,Crown Honda,7671 US Hwy 19 N,Pinellas Park,FL,33781,165
4ZlN6eYRLggUvGa1aX1Ozg,"Dean A Aman, LPCMH",260 Chapman Rd,Newark,DE,19702,5
8xq6c1BPCFg3WAN8luBByg,Britton's Archery Supplies & Range,1743 S Pinellas Ave,Tarpon Springs,FL,34689,13
r81NUnElKoYYxsV4kF0Kew,The Green Shag Market,5733 Manchester Ave,Saint Louis,MO,63110,38
j70u7spYb4E1X5DwuCf99Q,Whole and Grounded Cafe,5 Delaware St,Woodbury,NJ,08096,16
Y0rByjHWT0x5CqK3k3k7KQ,Moves for Seniors,"999 Old Eagle School Rd, Ste 114",Wayne,PA,19087,5
XrhYBe57KpGbfymeLHTH5A,The Natural Way,12345 Olive Blvd,Saint Louis,MO,63141,14
n4mzDHKgJiMeEoX0YX0DcA,Escot Bus Lines,6890 142nd Ave N,Largo,FL,33771,9
mBcvp7NarEQEviJyRiX23Q,Starbucks,57-63 North Third St,Philadelphia,PA,19106,63
dd_Pd76WwRxnYAmwdR-ycw,West London Boutique,3952 Magazine St,New Orleans,LA,70115,5
r1Hz3sWZGNCEqoGKpT6rGA,Fruiggie Juice,460 Hurffville - Cross Keys Rd,Sewell,NJ,08080,11
10P-tve6ELHBqwJAPLT1aw,William Hill Sports Book,1100 Nugget Ave,Sparks,NV,89431,7
qIZ8xVgiLirMEYT-YpKzjw,Lil Kats Seafood,8006 W Metairie Ave,Metairie,LA,70003,12
h8zkJQxkDdclZc5nh_Vl2A,Lantower Brandon Crossroads,10440 Sanderling Shores Dr,Tampa,FL,33619,35
hTZ2Twh-nbtQYbufassqoA,Children's Hospital New Orleans,200 Henry Clay Ave,New Orleans,LA,70118,21
c4P7jdIvKN-9Ol75pAvXpQ,Volvo Cars Tucson,831 W Wetmore Rd,Tucson,AZ,85705,48
yheGRZWHC-RJoKlqepj0hw,Subway,525 Troy Plz,Troy,IL,62294,11
V-sT39M0OeJ_1NdP7cw68w,barre3 - Old Metarie,600 Metairie Road,Metairie,LA,70005,13
hWhHnBbCGLiAypiQKavrTQ,Stanton Optical,"3660 Veterans Memorial Blvd, Ste B",Metairie,LA,70002,12
Uc6PdjT_MO5bRPQsUUEy5Q,Anthony's Coal Fired Pizza,1901 S Dale Mabry Hwy,Tampa,FL,33629,229
jH1AttbdbqczQNpHorYH3g,LaScala's Pronto - Mt. Laurel,4040 Dearborn Cir,Mount Laurel,NJ,08054,114
r8STQObXM971BFXQjDqS7w,Peruzzi Nissan,165 Lincoln Hwy,Fairless Hills,PA,19030,41
z60vRuxzZSQAxqZ3jfBLpA,Erv's Automotive,1570 W Grant Rd,Tucson,AZ,85745,6
Dt26KHsIfgnS1q52HKgIcw,Glass Doctor of Greater St. Louis,9400 Manchester Rd,St. Louis,MO,63119,31
x6ByESFVanIYcomQsXQYGw,19 Blue Salon,19 W Ortega St,Santa Barbara,CA,93101,108
TPfhxYwdxj4XExyW2vl6fA,Apsara Cutting Edge,900 S 10th St,Philadelphia,PA,19147,107
gRjPjLqRd0MtOhP0QYjDZQ,Independence Pump and Motor,2653 W Violet Ave,Tucson,AZ,85705,5
kPnpaRR4Eed4xBRoYqr-cg,Mt Airy Family Practice,760 Carpenter Ln,Philadelphia,PA,19119,19
34sfjPk297c7RVM67pU4tg,Panera Bread,8401 W Franklin Rd,Boise,ID,83709,60
HCqmx4ENAZ76SAjoalj-MQ,Puckett's Grocery & Restaurant,120 4th Ave S,Franklin,TN,37064,850
Xbu-HcPKCyLqyZCILwQuwA,Wheel Tec,8060 W Waters Ave,Tampa,FL,33615,20
X9e-lTfOeY0z6C-VAiSf5Q,Dickey's Barbecue Pit,2119 Tyrone Blvd N,St. Petersburg,FL,33710,121
7pdiRVxWq53TEPSQPWsU9Q,Club Pilates,3951 State St,Santa Barbara,CA,93105,6
nEU8EdPxX7GSw4_pgiJ34g,Ang Thai Massage NVMT 7084,"3670 Grant Dr, Ste 103",Reno,NV,89509,31
HG0Djdv_hQwFeE_-R2XFaA,Federal Donuts,21 S 12th St,Philadelphia,PA,19107,51
f88P1gIbRpRzsYAHj9hGdA,Sid Booker's Shrimp,4600 N Broad St,Philadelphia,PA,19140,59
uEKbsEdMGV_RDcDdlYq9lw,Callingwood Crossing Medical Clinic,6905 172 Street NW,Edmonton,AB,T5T 5Y1,6
MCQIa9tdb5G0QU63565cIQ,Arthur Yates & Sons Jewelers,1708 S Dale Mabry Hwy,Tampa,FL,33629,19
kA0hKb_TU1gCe2S0jPrefQ,The Drain Team,2025 Wild Acres Rd,Largo,FL,33771,32
A7bjrO_5UCExdOvr8klrYg,Fixit Computer & iPhone Repair,901 Veterans Memorial Blvd,Metairie,LA,70005,83
QPeI45V_9y3bLKDSMl6dcw,Water Works Car Wash,6489 Jefferson Hwy,Harahan,LA,70123,16
DAcqRGI_u8yNCcUIczfNxA,Wawa,4030 Concord Pk,Talleyville,DE,19803,11
6OmIGXQZPFbbWWlhxbRP8w,El Buen sazón Restaurante guatemalan and Mexican grill,3704 Garrett Rd,Drexel Hill,PA,19026,46
GJRL2aR72jk7xnQh3hn1fA,Cracker Barrel Old Country Store,2095 Gallagher Rd,Plymouth Meeting,PA,19462,215
G0xz3kyRhRi6oZl7KfR0pA,Esporta Fitness,2961 Swede Rd,East Norriton,PA,19401,55
mWBtQ0TjYxC2P7MoI3RU4g,Stucco Safe,,Berwyn,PA,19312,5
29gUltfgj3LBIb7268hi9g,Kia of Wesley Chapel,28555 State Rd 54,Wesley Chapel,FL,33543,142
kHuIRfZq3aadONNFO0vEnQ,Cheddar's Scratch Kitchen,50 Old Pleasant Grove Rd,Mt Juliet,TN,37122,155
GJaeqJI6IK7Xa4DT2W06BQ,University Park,301 N Meridian St,Indianapolis,IN,46204,8
KR44Bg95GOyDUCqVldm2pg,American Carnival Mart,1317 Lindbergh Plaza Ctr,Saint Louis,MO,63132,8
dGg9ZDmOLGTmBIJFOeBhIQ,Roebling Town Market,1275 Hornberger Ave,Roebling,NJ,08554,5
8zWNYWPw01YFFe-2K7BFMA,H & R Moves You,5309 S Alaska Dr,Tucson,AZ,85706,35
j1Pg616S6wMS1qCH2_4rOw,FedEx Office Print & Ship Center,636 Old York Rd,Jenkintown,PA,19046,11
SLmGshQmUoMPMlwbMuLWLQ,Avola Kitchen + Bar,625 N Morehall Rd,Malvern,PA,19355,86
vrx3ZpbsX9W7C5UFWOghtw,Wendy's,300 Veterans Memorial Blvd.,Metairie,LA,70005,35
LnxB9gWcya3msfqn6JYC0Q,Rebirth Chiropractic,1700 Williams Blvd,Kenner,LA,70062,10
gGDJexzqmX1OWnk8qWZSZw,Dandy Tree Service,3376 Ivey Point Rd,Goodlettsville,TN,37072,10
SQCqLXBnzU3Bw-SiLLvgqg,Wawa,1700 Center Square Rd,Swedesboro,NJ,08085,20
6HfGx_gVu1IHFnPL66kAOQ,Brandon Oaks Apartments,110 Summerfield Way,Tampa,FL,33602,5
pTkWUJJsIKZxTamnIdqIqA,Aspen Dental,9219 US 19,Port Richey,FL,34668,17
8a7d0zca3ofeWFtszcN23Q,Westmont Party,39 Haddon Ave,Haddon Township,NJ,08108,10
7YYE5E7voJNwbarKh6-p1Q,GeauxFit Training,1225 N Al Davis Rd,Elmwood,LA,70123,14
DW6K-eqb4LOrNTv2uRlSUw,Walmart,270 Indian Run St,Exton,PA,19341,43
2jpKf7EpVXacznaGyKdtOA,Family Practice At The Crossings,"5380 Hickory Holloway Pkwy, Ste 100",Antioch,TN,37013,8
v8mZvt446HYQDGMCckBubQ,Indiana Convention Center,100 S Capitol Ave,Indianapolis,IN,46225,96
Bd9AyP3ZpE57Ed0gHwh6NA,Conicelli Honda,1100 Ridge Pike,Conshohocken,PA,19428,174
Uc35oIU92V-6dat1vDf4lA,Top Line Nails,902 Kings Hwy,Haddon Heights,NJ,08035,16
o1XFkEB34jUry4Vk_L1xdg,Joe's Crab Shack,2288 N Garden St,Boise,ID,83706,141
LMY6MT2btyp6q3eXWB2LMA,China Wok,8813 Mitchell Blvd,New Port Richey,FL,34655,44
3a-3SaMCrmmYSymz6pFTcg,Ivens Bronstein Veterinary Hospital,60 Haverford Rd,Ardmore,PA,19003,16
s688oKDwUayG5rjHbPwK7w,Two Tony's Restaurant,8536 Pontchartrain Blvd,New Orleans,LA,70124,110
wlFSzTiDNUmEMv5s58jjjg,Laclede Groves Senior Living Community,723 S Laclede Station Rd,Saint Louis,MO,63119,8
XTuD54-55Gg2IvhFmO3T7w,Vip Audio & Security,1601 34th St S,Saint Petersburg,FL,33711,10
Dfv6BewAcEokLLLpBXS2QA,Checkers,232-50 W. Lehigh Avenue,Philadelphia,PA,19133,9
GJMoa63-bs_idahkMl0M6A,The Hideout Salon and Lounge,"904 Main St, Ste B",Nashville,TN,37206,37
RICHQzCR4Gv_2l3maFYcOw,Discount Tire,6616 E Tanque Verde Rd,Tucson,AZ,85715,61
Xw4vQYzxr25EsXoB2p2U3w,Paul Burns Auto Center,639 E Lincoln Hwy,Langhorne,PA,19047,5
scoHdh0XDA_W7xAZW3zAKQ,Boise Bistro Market,6103 W Fairview Ave,Boise,ID,83704,33
lXCFcmhoRsyW-mnzzl6fkA,Ledo Pizza,14432 N Dale Mabry Hwy,Tampa,FL,33618,112
DNtXVS0xYn0n8Cscmj9JSg,Syberg's on Market,2211 Market St,Saint Louis,MO,63103,108
Q-0gR-4HFCqSSz9LMnmsvA,Chonburi Muay Thai,2428 Nolensville Pike,Nashville,TN,37211,5
msHYY8zS_8D3_BJitdGdmA,Noodles & Company,"18 S County Center Way, Ste 81",Saint Louis,MO,63129,38
6O31oRRIAUi1w-tS0ZtPDA,Inn At 500 Capitol,500 S Capitol Blvd,Boise,ID,83702,74
dWoYU1l6t7_VB2LHYLHxmw,Olde City Food Market,202 Market St,Philadelphia,PA,19106,29
aqafoH61s7kcrHY2gF798Q,New Orleans & Company,2020 Saint Charles Ave,New Orleans,LA,70130,6
eeKJYP614nNnDwnjKpl7XA,Punch Buggy Brewing,1445 N American St,Philadelphia,PA,19122,24
DOLPP5hlF67uwxFbS_389g,Angelique Boutique,7725 Maple St,New Orleans,LA,70118,8
7QiIEOd9vq2t3ApuCDhAog,Greenfield Acupuncture,"45 East Afton Ave, Ste F",Yardley,PA,19067,5
5RvGRnsQGVqh0FM6ij3GiA,Starbucks,5015 E 56th St,Indianapolis,IN,46226,30
X5KR1rVZrCHL1C89AiYtgA,H&A Complete Auto Repair,1804 W Marshall St,West Norriton,PA,19403,20
qQxtBl5fnVQPQTIsUBcDDw,Office Depot - OfficeMax,9580 E 22nd St,Tucson,AZ,85748,13
coEPWol_75gA2NdCNLeY0g,Event Rent,600 North Eagle Rd,Meridian,ID,83642,8
jLWldJy11wYKQWR_9MlD_A,Creative Nail Spa,"228 E Plaza Dr, Ste B",Eagle,ID,83616,12
8i6ila3Nc4jinPNHN1dlrQ,RJ's American Asian,,Tucson,AZ,85705,10
Ak_vHsHsYRP928VHVRL_tQ,Panda Express,131 N. Fairview Ave.,Goleta,CA,93117,76
aiIX1x3v2MFGhocdA_aAEw,MedExpress Urgent Care,26812 US Hwy 19N,Clearwater,FL,33761,31
kD4U5cK48HTodDFqYOaBXw,Best Buy,2040 38 Avenue NW,Edmonton,AB,T6T 0B9,15
LUHgOe5DV7z8H7ltzuFx7A,930 Poydras,930 Poydras St,New Orleans,LA,70112,16
abyBfb_RaNyrJw2X6_0VjQ,Moody's Tire & Auto Service,1600 Columbia Ave,Franklin,TN,37064,29
nIaye7HgD-ood5Jl06t8UQ,Butler Toyota Service,3232 Harper Rd,Indianapolis,IN,46240,19
ega26Ml3Aip8uaM3QX2QVQ,Holy Redeemer Hospital,1648 Huntingdon Pike,Meadowbrook,PA,19046,43
1ZWne4wvSgDnmj3f8bqJTw,Scrubby's Laundry,1609 S Abbs St,Boise,ID,83705,15
q39t6-a47CLf1RTyqu9CYg,Sake Cafe of Elmwood,1130 S Clearview Pkwy,New Orleans,LA,70123,110
k3lTRgvPvYUI-cX7_TAqNA,University Club of Santa Barbara,1332 Santa Barbara St,Santa Barbara,CA,93101,76
f7S6KFpM1U1S4rDlQr5IPA,"Alison Westfall, MD",,Reno,NV,89503,8
xmesPOov35ysPjY8ck3tXQ,Young's Florist,1124 Walnut St,Philadelphia,PA,19107,5
1wvYBjX6radqmb_k0Fv_Ug,Palihouse Santa Barbara,915 Garden St,Santa Barbara,CA,93101,7
TPj9_dlqAOzp8wVSwBAS4Q,Amazing Lash Studio,"2902 W 86th St, Ste 40",Indianapolis,IN,46268,51
lPPFfaAxzyj8R3dr9kasbg,Dairy Queen,1662 Butler Pike,Conshohocken,PA,19428,17
2SYEGA2fZLdzZQ9lmIfM5Q,Urban Village Brewing Co,1001 N 2nd St,Philadelphia,PA,19123,221
3rgOVhF4xTn9obQ5tIe0AA,Idaho Storage Connection - Franklin,10 N Hartman St,Boise,ID,83704,6
rb0AHgzLpO8qCFbDAn2lsg,Smoothie King,913 Clearview Pkwy,Harahan,LA,70123,10
bMIVLkX6-0U2NVPaVwt94A,Poblanos Mexican Grill & Bar,2451 N McMullen Booth Rd,Clearwater,FL,33759,189
qOdsOVOM98hHj1SCRscjHg,Applebee's Grill + Bar,30180 US Hwy 19 N,Clearwater,FL,33761,68
Ok0y3WvijsjmUpGAwlAZOQ,Dunkin',27616 Wesley Chapel Blvd,Wesley Chapel,FL,33544,38
mM6nex3m8JOFDJfc-Y5swQ,"Homer Sedighi, DMD","2 W Dr, Ste 100",Chesterfield,MO,63017,15
-3k7-21VyAT9dfuvIuzz_w,Buckle,"350 N Milwaukee St, Ste 1089, Boise Towne Center",Boise,ID,83704,5
0F2jyiUdl8CSKQeR1KwVig,Crooked Eye Brewery,"13 E Montgomery Ave, Ste 2",Hatboro,PA,19040,56
sm7gu4VNyHjDi-7ufqOBnA,12 South Yoga,2814 12th Ave S,Nashville,TN,37204,13
ouYOMMTahdcqB1VwLio_Rg,Kikilis Florist,417 S Pinellas Ave,Tarpon Springs,FL,34689,6
VabPoiaSSV2FMNfgffPLRg,Target Optical,4850 E Southport,Indianapolis,IN,46237,10
6x6rR-SErwOo3xF2AzXVHA,Newfields: A Place for Nature and the Arts,4000 N Michigan Rd,Indianapolis,IN,46208,373
Z2GI96RBrp8FJhU3elTv_A,GT's Automotive,899 S Holmes Ave,Saint Louis,MO,63122,5
s9tbO_-dZ8EqfL5EguAAbQ,Chick-fil-A,312 Rosa L Park,Nashville,TN,37243,9
Kl_T3V2u_3Xrmp2Nu-YUOQ,Merry Maids,3787 62nd Ave N,Pinellas Park,FL,33781,12
2W0P6hXCbE6EgP5R6y9eBw,Pearl Street Pizzeria & Pub,65 E Pearl St,Indianapolis,IN,46204,333
w40EzHm_yGOB2WpdMrYuYg,Apache Trail Animal Hospital,3925 Apache Trl,Antioch,TN,37013,10
K3SinHzHqi9-1aoTCic3sQ,The Brandow Clinic Cosmetic Surgery,"191 Presidential Blvd N, Ste 105",Bala Cynwyd,PA,19004,6
3h7zeAyB1aPNMaQtvbvhRw,Parkway Cleaners,623 E Gay St,West Chester,PA,19380,9
1jjOOxPwZMxgggMqF5jtqw,The Master's Baker,319 W Gay St,West Chester,PA,19380,49
JE7uDoOQe6Kb34MgYTL5Lg,Sheraton Metairie - New Orleans Hotel,Four Galleria Blvd,Metairie,LA,70001,85
IfZ5Xqh5VNxM-HDhKPUlXg,Augusto's,530 Madison Ave,Warminster,PA,18974,85
_ALDevzjOnKFVdIQSmlXiw,Ramp Riders,2324 Salena St,Saint Louis,MO,63104,6
vzqbia9Lh6NLiReHDkhm1w,Visionworks,9644 Scenic Dr,Port Richey,FL,34668,21
BrfLyVDLDuWXwqFlo8KORg,Move On,429 Harding Industrial Dr,Nashville,TN,37211,45
xT41eqUSsM_MDE1Vjhq20A,SoFresh,"533 S Howard Ave, Unit 8",Tampa,FL,33606,306
z1S7Z1AdvOYXNFAQ9Bx9NQ,Alterra,109 Space Park S Dr,Nashville,TN,37211,34
2NwPXMmcVLVv7sq5zbCr1w,Church's Chicken,515 Bell Rd,Antioch,TN,37013,8
4lrwM_DUDxssoSz877KsRQ,Four Seasons,2087 Drew St,Clearwater,FL,33765,16
VW6_KVAajsWrw7tiXy4jGQ,The Cleaning Girl,"1201 N Orange St, Ste 7096",Wilmington,DE,19801,6
uSQQN4K6fxr4hUUCDe2mLg,Bucks County Termite and Pest Control,,Croydon,PA,19021,5
aKeCfUzfmpVJjerio_YkbQ,Sylvan Abbey Funeral Home & Memorial Park,2853 Sunset Point Rd,Clearwater,FL,33759,21
t6BR4VzRtWDDocuodJogPg,Bed Pros Mattress,10455 Ulmerton Rd,Largo,FL,33771,7
5csuCiUAgIgvL4D999huoQ,Mixed Grill Gyros,5118 Murfreesboro Rd,La Vergne,TN,37086,18
n6JMMwYfzy0Qda19-LE1DA,Childrens Orthopedic Specialists,"1605 E River Rd, Ste 101",Tucson,AZ,85718,6
KpKaqpAxCJ-uWX90aPvFOg,Urgent Care 24/7 Tampa,"13039 Summerfield Sq Dr, Ste A",Riverview,FL,33578,12
afQzPsfi1cq1hjDUar804A,Upper Crust Pizza & Italian Restaurant,1576 Rt 206,Tabernacle,NJ,08088,41
4DVN5Uun3i-nmTIIOBhHog,The Empress Tea Room & Bistro,12924 N Dale Mabry Hwy,Tampa,FL,33618,94
HMlqFPIHqiDV7qE1vREQXg,1617 Barber Shop & Beauty Salon,1617 Cecil B Moore Ave,Philadelphia,PA,19121,10
cZTFav6cyVQWw1RaHrKtgw,RV One Superstores - Tampa,4656 McIntosh Rd,Dover,FL,33527,80
jQbYTC8kJXgCnXHm-PiDnA,Tri-State Data Recovery & Forensics,"50 W Third Ave, Ste 210",Collegeville,PA,19426,11
RXyeTQd-hGUajIYOaTdawg,Novellus,201 N Main St,Saint Charles,MO,63301,63
I3Wd0ONuchgjINNd840ToA,Northwest Collision Center,3301 Tyrone Blvd,St Petersburg,FL,33710,28
SvymuQGYaUSqXmvh5HiPLg,Logan Inn,10 W Ferry St,New Hope,PA,18938,111
P4b7vTtoAnTKMA7XmjrsuA,FedEx Office Print & Ship Center,"282 Los Altos Pkwy, Ste 100",Sparks,NV,89436,17
